Crazyflie name,QTM packet timestamp (s),QTM_x (m),QTM_y (m),QTM_z (m),cf_yaw (°),QTM_vx (m/s),QTM_vy (m/s),QTM_vz (m/s),x_g (m),y_g (m),z_g (m),yaw_g (°),roll_c (°),pitch_c (°),yaw_rate_c (°/s),thrust_c (PWM)
cf1_sim,4.020000000000002,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1,1,0.4,0.0,-20,20,0,38000
cf1_sim,4.040000000000002,0.0013697343969651498,0.0013697343969651498,0.4,0.0,0.0684867198482575,0.0684867198482575,0.0,1,1,0.4,0.0,-20,20,0,38000
cf1_sim,4.060000000000001,0.004109203190895449,0.004109203190895449,0.4,0.0,0.136973439696515,0.136973439696515,0.0,1,1,0.4,0.0,-19.684935805232932,19.684935805232932,0,38000
cf1_sim,4.080000000000001,0.00819682866854967,0.00819682866854967,0.4,0.0,0.20438127388271105,0.20438127388271105,0.0,1,1,0.4,0.0,-18.046380567998355,18.046380567998355,0,38000
cf1_sim,4.1000000000000005,0.013520391556439432,0.013520391556439432,0.4,0.0,0.2661781443944881,0.2661781443944881,0.0,1,1,0.4,0.0,-16.508093546842417,16.508093546842417,0,38000
cf1_sim,4.12,0.01997453962230062,0.01997453962230062,0.4,0.0,0.3227074032930593,0.3227074032930593,0.0,1,1,0.4,0.0,-15.064620187475677,15.064620187475677,0,38000
cf1_sim,4.14,0.027460414110561857,0.027460414110561857,0.4,0.0,0.37429372441306186,0.37429372441306186,0.0,1,1,0.4,0.0,-13.71078518950578,13.71078518950578,0,38000
cf1_sim,4.159999999999999,0.03588529530299642,0.03588529530299642,0.4,0.0,0.4212440596217279,0.4212440596217279,0.0,1,1,0.4,0.0,-12.441678713743105,12.441678713743105,0,38000
cf1_sim,4.179999999999999,0.04516226625994113,0.04516226625994113,0.4,0.0,0.4638485478472355,0.4638485478472355,0.0,1,1,0.4,0.0,-11.2526432552892,11.2526432552892,0,38000
cf1_sim,4.199999999999998,0.05520989384306321,0.05520989384306321,0.4,0.0,0.5023813791561043,0.5023813791561043,0.0,1,1,0.4,0.0,-10.139261150761252,10.139261150761252,0,38000
cf1_sim,4.219999999999998,0.06595192616408581,0.06595192616408581,0.4,0.0,0.5371016160511296,0.5371016160511296,0.0,1,1,0.4,0.0,-9.097342689494422,9.097342689494422,0,38000
cf1_sim,4.2399999999999975,0.0773170056452474,0.0773170056452474,0.4,0.0,0.5682539740580795,0.5682539740580795,0.0,1,1,0.4,0.0,-8.122914799982384,8.122914799982384,0,38000
cf1_sim,4.259999999999997,0.08923839691666666,0.08923839691666666,0.4,0.0,0.5960695635709624,0.5960695635709624,0.0,1,1,0.4,0.0,-7.212210284169198,7.212210284169198,0,38000
cf1_sim,4.279999999999997,0.10165372881330452,0.10165372881330452,0.4,0.0,0.6207665948318933,0.6207665948318933,0.0,1,1,0.4,0.0,-6.361657573494998,6.361657573494998,0,38000
cf1_sim,4.299999999999996,0.11450474976994889,0.11450474976994889,0.4,0.0,0.6425510478322182,0.6425510478322182,0.0,1,1,0.4,0.0,-5.567870981827155,5.567870981827155,0,38000
cf1_sim,4.319999999999996,0.1277370959466769,0.1277370959466769,0.4,0.0,0.6616173088364001,0.6616173088364001,0.0,1,1,0.4,0.0,-4.827641431580323,4.827641431580323,0,38000
cf1_sim,4.339999999999995,0.1413000714496574,0.1413000714496574,0.4,0.0,0.6781487751490243,0.6781487751490243,0.0,1,1,0.4,0.0,-4.137927630445855,4.137927630445855,0,38000
cf1_sim,4.359999999999995,0.1551464400430166,0.1551464400430166,0.4,0.0,0.6923184296679598,0.6923184296679598,0.0,1,1,0.4,0.0,-3.4958476772156737,3.4958476772156737,0,38000
cf1_sim,4.379999999999995,0.16923222777687744,0.16923222777687744,0.4,0.0,0.7042893866930423,0.7042893866930423,0.0,1,1,0.4,0.0,-2.898671076200841,2.898671076200841,0,38000
cf1_sim,4.399999999999994,0.1835165359846663,0.1835165359846663,0.4,0.0,0.714215410389443,0.714215410389443,0.0,1,1,0.4,0.0,-2.343811140712444,2.343811140712444,0,38000
cf1_sim,4.419999999999994,0.19796136412942636,0.19796136412942636,0.4,0.0,0.7222414072380029,0.7222414072380029,0.0,1,1,0.4,0.0,-1.8288177669947179,1.8288177669947179,0,38000
